name,categories,address,city,postalCode,state,country,latitude,longitude,count
Jimmy John's,"Restaurant,Chain Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",725 S State St,Chicago,60605,IL,US,41.872237,-87.627738,154
Panera Bread,"Breakfast,Cafe,Bakery,Caf,Take Out Restaurants,Health Food Restaurants,Fast Food,Bagel Shops,Restaurants,American Restaurants,Coffee Shops,Restaurant,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Place,Café,Sandwich Shops",3942 Townsfair Way,Columbus,43219,OH,US,40.049258,-82.916792,140
Arby's,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,American Restaurant,Traditional American,wich Place,Fast Food Restaurants,Fast Food,Sandwich Place,Restaurants,Sandwich Shops",603 S George Nigh Expy,McAlester,74501,OK,US,34.916276,-95.746002,252
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place",1831 Beall Ave,Wooster,44691,OH,US,40.821870000000004,-81.933747,474
Pizza Hut,"Pizza,Carry-out food,Restaurant,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Pizza Place,Catering,Restaurants",14923 Pacific Ave S,Tacoma,98444,WA,US,47.121221000000006,-122.43437,474
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",786 S Church St,Forest City,28043,NC,US,35.319736999999996,-81.88098199999999,474
Subway,"Sandwich Place,Fast Food Restaurant",4 Mifflintown Commons,Mifflintown,17059,PA,US,40.583393,-77.36972,1219
McDonalds,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",501 Westbank Expy,Westwego,70094,LA,US,29.899983000000002,-90.146592,151
Waffle House,"Breakfast Brunch and Lunch Restaurants,Restaurant,Breakfast Spot,Breakfast Spot and Diner,Fast Food Restaurant,Diner,Breakfast Brunch and Lunch Restaurants,,Diners,Restaurants",3651 Airport Blvd,Mobile,36608,AL,US,30.675194,-88.131162,103
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Steak and chop restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Barbecued poultry,Bar and grill restaurants,Pizza Place,Barbecue,Spare rib restaurants,Chicken restaurants,Catering",107 N Goose Creek Blvd,Goose Creek,29445,SC,US,32.998514,-80.038907,474
Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Gourmet shop restaurants,Hamburger restaurants,Fast Food,Fast food restaurants,Restaurants",625 Peoria St,Aurora,80011,CO,US,39.726434000000005,-104.84772199999999,453
Panda Express,"Asian Restaurants,Chinese Restaurant,Restaurant,Chinese Restaurants,Asian Restaurant and Chinese Restaurant,Asian Restaurant,Fast Food Restaurants,Take Out Restaurants,Restaurants",85 Maxtown Rd,Westerville,43082,OH,US,40.146314000000004,-82.922169,108
Dairy Queen,"Ice Cream Parlors,Restaurant,Carry-out food,Candy Stores,Fast Food Restaurant,American restaurants,Restaurants,Ice Cream Shop,Candy and confectionery-retail",822 Winchester Ave,Martinsburg,25401,WV,US,39.448833,-77.979218,329
Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",3362 Warren Rd,Cleveland,44111,OH,US,41.462409,-81.802945,1219
Subway,"Restaurant,Food and Beverage,Fast Food Restaurant,wich Place,Sandwich Place",1483 Nashville Pike,Gallatin,37066,TN,US,36.360887,-86.49620999999999,1219
McDonalds,"Carry-out food,Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",1200 League Line Rd,Conroe,77303,TX,US,30.367240000000002,-95.483827,151
Waffle House,"Breakfast Spot,Fast Food Restaurant,Diner",936 Jake Alexander Blvd,Salisbury,28147,NC,US,35.643307,-80.481876,103
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",3831 Grandview Dr,Simpsonville,29680,SC,US,34.718068,-82.257356,474
Subway,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,Fast Food,Sandwiches,Sandwich Place,Restaurants",17211 Beach Blvd,Huntington Beach,92647,CA,US,33.712447999999995,-117.98951000000001,1219
Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Pizza Place,Restaurants",4125 Old Tar Rd Ste K,Winterville,28590,NC,US,35.549692,-77.383648,474
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",300 Railroad St,Danville,17821,PA,US,40.95782,-76.6115,270
Penn Station East Coast Subs,"Restaurant,American Restaurant,Fast Food Restaurant,wich Place,Take Out Restaurants,Sandwich Place,Restaurants,Sandwich Shops",4820 W 57th St,Indianapolis,46254,IN,US,39.856322999999996,-86.241535,13
Carl's Jr.,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Restaurants",2525 Cobbs Ford Rd,Prattville,36066,AL,US,32.460653,-86.393919,205
Burger King,"Restaurant,Hot dog restaurants,American,Fast Food Restaurant,Hamburger restaurants,Fast Food,Fast food restaurants,Restaurants",23682 S Power Rd,Queen Creek,85142,AZ,US,33.233705,-111.686524,453
Wendy's,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food Restaurant and Burger Joint",10220 Sunrise Blvd E,Puyallup,98374,WA,US,47.098203000000005,-122.29285700000001,313
Firehouse Subs,"Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Catering,Sandwich Place,Food,Sandwich Shops",621 Cortez Rd W,Bradenton,34207,FL,US,27.461775,-82.5685,38
Pizza Hut,"Pizza,Restaurant,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Family Style Restaurants,Food service management,Catering,Restaurants",1031 Oak Harbor Rd,Fremont,43420,OH,US,41.357787,-83.136371,474
Waffle House,"Restaurant,Breakfast Spot,Diner, Breakfast Spot, and American Restaurant,Fast Food Restaurant,Diner",500 E Bowman Rd,Little Rock,72211,AR,US,34.750103,-92.407465,103
Carl's Jr.,"Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Restaurants",17029 SE 272nd St,Kent,98042,WA,US,47.357805,-122.114682,205
McDonalds,"Carry-out food,Restaurant,Burger Joint,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food Restaurant and Burger Joint,Hamburgers and Hot Dogs,Restaurants",3342 Point Mallard Pkwy SE,Decatur,35603,AL,US,34.536174,-86.908218,151
Bojangles' Famous Chicken 'n Biscuits,"Restaurant,Breakfast,Fried Chicken Joint,Fast Food Restaurant,Traditional American,Family Style Dining,Fast Food,Chicken,Restaurants,Sandwich Shops",5321 Old Dowd Road,Charlotte,28208,NC,US,35.228982,-80.925877,44
Subway,"Fast Food Restaurant,wich Place,Sandwich Place",13174 Big Bend Rd.,Riverview,33579,FL,US,27.792938,-82.333232,1219
Burger King,"Restaurant,Fast Food Restaurant,Restaurants",6003 19th St,Lubbock,79407,TX,US,33.577306,-101.947757,453
Subway,"Fast Food Restaurant,wich Place,Sandwich Place",6629 Engle Rd,Cleveland,44130,OH,US,41.38823,-81.82332,1219
Subway,"Carry-out food,Delicatessens,American restaurants,Karaoke,Fast Food,Take Out Restaurants,Restaurants,Restaurant,Fast Food Restaurant,wich Place,Fast food restaurants,Sandwiches,Sandwich Place,Sandwich Shops",271 West Rd,Ocoee,34761,FL,US,28.603815,-81.548891,1219
Domino's Pizza,"Pizza,Pizza Place and Sandwich Place Riverside,Restaurant,Food and Beverage,Food Delivery,wich Place,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Sandwich Place,Restaurants,Restaurant Menus",726 W 3rd Ave,Spokane,99201,WA,US,47.653693,-117.423229,270
Sonic Drive-In,"Burger Joint,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurant,American Restaurant,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",1307 S Gordon St,Alvin,77511,TX,US,29.413399,-95.243273,285
Popeye's Louisiana Kitchen,"Restaurant,Fried Chicken Joint,Fast Food Restaurant",435 Winton Pkwy,Livingston,95334,CA,US,37.387634999999996,-120.737963,91
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Pizza Place,Restaurants",306 Granville Cors,Oxford,27565,NC,US,36.299202,-78.58525,270
Dairy Queen,"Ice Cream Parlors,Burger Joint,Restaurant,Carry-out food,Fast Food Restaurant,American restaurants,Ice Cream Store,Restaurants,Ice Cream Shop",24579 Lorain Rd,North Olmsted,44070,OH,US,41.426706,-81.893963,329
Popeye's Louisiana Kitchen,"Restaurant,Southern / Soul,Chain Restaurant,Fried Chicken Joint,Fast Food Restaurant",3362 W Lawrence Ave,Chicago,60625,IL,US,41.968459,-87.71315600000001,91
Burger King,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",528 Western Ave,Fergus Falls,56537,MN,US,46.288917,-96.116248,453
Sonic Drive-In,"Carry-out food,Hot dog restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Burger Joint,Hot Dog Stands and Restaurants,Fast Food Restaurant,Fast Food Restaurant and American Restaurant,Hamburgers and Hot Dogs",2008 S Pueblo Blvd,Pueblo,81005,CO,US,38.232103,-104.661764,285
McDonalds,"Restaurant,Carry-out food,Restaurant consultants,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Restaurant mgmt.,Fast food restaurants,Restaurants",9106 Belair Rd,Nottingham,21236,MD,US,39.400949,-76.47808,151
McDonalds,"Restaurant,Fast Food Restaurant,Restaurants",16908 Parthenia St,North Hills,91343,CA,US,34.22824,-118.500662,151
Arby's,"Take Out,Carry-out food,American Restaurant,American restaurants,Fast Food,Fast Food Restaurants,Fast Food Restaurant, Sandwich Place, and American Restaurant,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Place,Sandwich Shops",3158 Stevens Creek Blvd,San Jose,95117,CA,US,37.323018,-121.952851,252
QDOBA Mexican Eats,"Grill Restaurants,Mexican,Tex-mex restaurants,Southwestern restaurants,Food Delivery,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Mexican Restaurant,Brunch,Fast Food Restaurant,Catering,Burrito Place",7402 Broadview Rd,Cleveland,44134,OH,US,41.365111999999996,-81.685438,36
Subway,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",1411 Lincoln Blvd,Venice,90291,CA,US,33.997607,-118.46093400000001,1219
Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwich Place,Restaurants,Sandwich Shops",2025 S Bridge St,Brady,76825,TX,US,31.113968,-99.33527,1219
Wendy's,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants",5315 15th Ave NW,Seattle,98107,WA,US,47.667746,-122.376674,313
McDonalds,"Ice Cream Parlors,Breakfast,American,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",3255 S 48th St,Tempe,85282,AZ,US,33.393267,-111.97776499999999,151
In-N-Out Burger,"Burger Joint,Restaurant,Fast Food Restaurant,American Restaurant,Burger Joint, Fast Food Restaurant, and American Restaurant",7691 Carson Blvd,Long Beach,90808,CA,US,33.831131,-118.084953,15
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant,Restaurant,Mexican Restaurant, Burrito Place, and Taco Place Sherwood - Tualatin South,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place",7003 SW Nyberg St,Tualatin,97062,OR,US,45.383012,-122.7482,142
Subway,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Food & Entertainment,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",101 E Grant Hwy,Marengo,60152,IL,US,42.248274,-88.60813900000001,1219
Church's Chicken,"Carry-out food,Restaurant,Fried Chicken Joint,Barbecued poultry,Fried Chicken Joint Eastland,Fast Food Restaurants,Take Out Restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Catering,Restaurants",4375 Refugee Rd,Columbus,43232,OH,US,39.915236,-82.880151,63
Sonic Drive-In,"Burger Joint,American Restaurants,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,American Restaurant,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",545 E 5th St,Washington,63090,MO,US,38.55366,-91.006095,285
Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",3710 Main St,Anderson,46013,IN,US,40.077048,-85.67754599999999,1219
Waffle House,"Restaurant,Breakfast Spot,Diner, Breakfast Spot, and American Restaurant,Fast Food Restaurant,Diner,Diner and Breakfast Spot,Restaurants,Breakfast Brunch & Lunch Restaurants",7425 Augusta Rd,Piedmont,29673,SC,US,34.729989,-82.388994,103
McDonalds,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Karaoke,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",2101 N Roan St,Johnson City,37601,TN,US,36.340531,-82.375534,151
Wendy's,"Hamburgers & Hot Dogs,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants",201 Marion Pike,Ironton,45638,OH,US,38.500356,-82.652345,313
Wendy's,"Burger Joint,Fast Food Restaurant,Restaurants",7035 S 900 E,Midvale,84047,UT,US,40.623505,-111.86548,313
Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Gourmet shop restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",1096 W Fulton St,Waupaca,54981,WI,US,44.356882,-89.113254,453
Carl's Jr.,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Fast Food Restaurant and Burger Joint Cal Young,Restaurants",296 Coburg Rd,Eugene,97401,OR,US,44.065937,-123.074495,205
Church's Chicken,"Carry-out food,Fried Chicken Joint,Take Out Restaurants,Fast Food Restaurants,Chicken restaurants,Restaurants",810 W Avenue I,Lancaster,93534,CA,US,34.703693,-118.145963,63
Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",1717 S 76th St,Milwaukee,53214,WI,US,43.010542,-88.010375,1219
Wendy's,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants",480 S Main St,Ferdinand,47532,IN,US,38.209019,-86.864636,313
McDonalds,"Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",3050 Dixie Hwy,Erlanger,41018,KY,US,39.021685999999995,-84.58856,151
Subway,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",2405 Durham Chapel Hill Blvd,Durham,27707,NC,US,35.974728000000006,-78.924573,1219
Subway,"Fast Food Restaurant,wich Place,Sandwich Place",1200 Missouri Ave N,Largo,33770,FL,US,27.928040999999997,-82.787287,1219
McDonald's,"Burger Joint,Carry-out food,Fast Food Restaurant Sherwood - Tualatin North,Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast food restaurants,Restaurants",21355 Sw Sherwood Blvd,Sherwood,97140,OR,US,45.365922,-122.847632,784
McDonald's,"Restaurant,Electronic publishing,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Internet and online services,Restaurants",895 Sw Rimrock Way Ste 100,Redmond,97756,OR,US,44.26791,-121.19238,784
SONIC Drive-In,"Carry-out food,Hot dog restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Burger Joint,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,Fast Food Restaurant and American Restaurant,Hamburgers and Hot Dogs",500 Nw Oak Tree Ln,Redmond,97756,OR,US,44.294214000000004,-121.17327,48
Taco Bell,"Restaurant,Carry-out food,Mexican,Breakfast,Tex-mex restaurants,Southwestern restaurants,Vegetarian,American restaurants,Mexican restaurants,Fast Food,Restaurants",2247 Ne 82nd Ave,Portland,97220,OR,US,45.5386,-122.5793,529
Taco Bell,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food Restaurants,Restaurants",112 Clover Leaf Loop,Sutherlin,97479,OR,US,43.38718,-123.34228999999999,529
Taco Bell,"Mexican Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",6255 Se Tualatin Valley Hwy,Hillsboro,97123,OR,US,45.500036,-122.91774699999999,529
Taco Bell,"Mexican Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",7415 Ne M L King Blvd,Portland,97211,OR,US,45.576643,-122.661672,529
Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,Pizza Place King,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Barbecue Restaurants,Catering,Restaurants",5024 Ne M L King Blvd,Portland,97211,OR,US,45.5593,-122.6614,474
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",2125 Nw Stewart Pkwy,Roseburg,97471,OR,US,43.2353,-123.3691,1219
Taco Time,"Grocery Stores,Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Fast Food Restaurants,Restaurants",265 Main St,Springfield,97477,OR,US,44.0461,-123.0225,39
Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Food and Beverage,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",434 E Ellendale Ave,Dallas,97338,OR,US,44.930721999999996,-123.306618,453
Jack in the Box,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Restaurants",14811 Se Mcloughlin Blvd,Portland,97267,OR,US,45.415494,-122.63198500000001,120
Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",2561 Campus Dr,Klamath Falls,97601,OR,US,42.2502,-121.7892,453
Panda Express,"Asian Restaurants,Carry-out food,Restaurant,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",1122 Nw Garden Valley Blvd Ste 301,Roseburg,97471,OR,US,43.23079,-123.37046000000001,108
Pizza Hut,"Pizza,Restaurant,International restaurants,American restaurants,Fast Food,Take Out Restaurants,Pizza Place,Family Style Restaurants,Catering,Restaurants",7960 S Broadway,Littleton,80122,CO,US,39.572235,-104.987977,474
Dairy Queen,"Ice Cream Parlors,Restaurant,Carry-out food,Fast Food Restaurant,American restaurants,Ice Cream Store,Karaoke,Restaurants,Ice Cream Shop",160 S High St,Cortland,44410,OH,US,41.329024,-80.725468,329
Sonic Drive-In,"Carry-out food,Hot dog restaurants,American Restaurant,Hamburger restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Burger Joint, Fast Food Restaurant, and American Restaurant,Restaurants,Burger Joint,Hot Dog Stands and Restaurants,Fast Food Restaurant,Hamburgers and Hot Dogs",302 Festus Centre Dr,Festus,63028,MO,US,38.212192,-90.392572,285
Sonic Drive-In,"Restaurant,Burger Joint,Fast Food Restaurant,American Restaurant",14171 Highway 231 431 N,Hazel Green,35750,AL,US,34.930985,-86.572243,285
McDonalds,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",8905 Runway Ct SW,Cedar Rapids,52404,IA,US,41.891442,-91.674059,151
Papa Johns Pizza,"Pizza,Carry-out food,Restaurant,American restaurants,Take Out Restaurants,Pizza Place, Italian Restaurant, and Fast Food Restaurant,Pizza Place,Restaurants",6600 E Independence Blvd,Charlotte,28212,NC,US,35.170884,-80.74573000000001,14
Subway,"Carry-out food,Restaurant,Delicatessens,Fast Food Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",100 S Conestoga Dr,Shippensburg,17257,PA,US,40.062412,-77.496545,1219
Culver's,"Fast Food Restaurant, Ice Cream Shop, and Burger Joint,Fast Food Restaurants,Take Out Restaurants,Restaurants,Ice Cream Shop,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,Burger Joint,American Restaurants,Ice Cream and Frozen Desserts,Fast Food Restaurant,Hamburgers and Hot Dogs",2063 Ridge Rd,Minooka,60447,IL,US,41.421735,-88.27073399999999,39
Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,Sandwich Place,Restaurants,Sandwich Shops",501 N Park Ave,Tucson,85719,AZ,US,32.235805,-110.95759,1219
Dairy Queen,"Restaurant,Fast Food Restaurant,Ice Cream Shop",412 Cross Creek Mall,Fayetteville,28303-7244,NC,US,35.045541,-78.878869,329
Subway,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",2373 E Main St,Plainfield,46168,IN,US,39.712064,-86.371583,1219
Subway,"Carry-out food,Delicatessens,American restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Sandwich Place Downtown Indianapolis,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",31 E South St,Indianapolis,46225,IN,US,39.76141,-86.157403,1219
Subway,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",2501 Burr St,Gary,46406,IN,US,41.5729,-87.4035,1219
Five Guys Burgers Fries,"Hamburgers & Hot Dogs,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Karaoke,Restaurants",5226 Franklin St,Michigan City,46360,IN,US,41.672615,-86.89399,70
Subway,"Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",2783 Deadwood Ave,Rapid City,57702,SD,US,44.112797,-103.27286600000001,1219
Popeye's Louisiana Kitchen,"Carry-out food,Caterers,Fried Chicken Joint,Barbecued poultry,American restaurants,Take Out Restaurants,Fast Food Restaurants,Cajun Creole Restaurant,Chicken Restaurants,Barbecue,Spare rib restaurants,Restaurants",700 S Van Buren Rd,Eden,27288,NC,US,36.489474,-79.738798,91
Checkers,"Restaurant,American Restaurants,Fast Food Restaurant,American Restaurant,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",1123 E Pass Rd,Gulfport,39507,MS,US,30.397713,-89.030035,43
Sonic Drive-In,"Restaurant,Burger Joint,American,Burgers,Fast Food Restaurant,American Restaurant,Fast Food",7925 Cypress Creek Pkwy,Houston,77070,TX,US,29.961178999999998,-95.547201,285
KFC,"Fried Chicken Joint,Fast Food Restaurant",2181 S Havana St,Aurora,80014,CO,US,39.677141,-104.866474,376
Subway,"Fast Food Restaurant,Sandwich Place",3640 Dixie Hwy,Saginaw,48601,MI,US,43.398878,-83.91113,1219
Subway,"Cocoa Restaurants,food and drink,Sandwiches/Subs,recreation,Fast Food Restaurant,wich Place,Fast Food,Crestview Acres,Food & Entertainment,Sandwich Place,Sandwich Place Cocoa-Rockledge",934 Dixon Blvd,Cocoa,32922,FL,US,28.374928999999998,-80.74126600000001,1219
Subway,"Carry-out food,Delicatessens,Fast Food Restaurant,American restaurants,Sandwiches,Sandwich Place,Restaurants",10501 Fgcu Blvd S,Fort Myers,33965,FL,US,26.463024,-81.779802,1219
Arby's,"Carry-out food,American Restaurant,American restaurants,Fast Food,Fast Food Restaurants,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Place,Sandwich Shops",1551 Gulf Shores Pkwy,Gulf Shores,36542,AL,US,30.266621,-87.689042,252
KFC,"American Restaurants,Fried Chicken Joint,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Family Restaurants,Restaurants",2436 E Indian School Rd,Phoenix,85016,AZ,US,33.495125,-112.028947,376
Taco Bell,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Food and Beverage,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Fast Food Restaurants,Fast Food,Restaurants,Fast Food Restaurant and Mexican Restaurant,Mexican Restaurant,Restaurant,Fast Food Restaurant",2235 W Andrew Johnson Hwy,Morristown,37814,TN,US,36.205419,-83.323583,529
Dairy Queen,"Ice Cream Parlors,Restaurant,Burger Joint,Ice Cream Shop and Burger Joint,Fast Food Restaurant,Ice Cream Store,Restaurants,Ice Cream Shop",300 W Main ST,Hallsville,75650-5186,TX,US,32.504488,-94.57765500000001,329
